mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	0	0	0	0.0		0	15/16	Tempo	4/4	1	1	0					𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0	
1	0	0	0	0.25		0	15/16	Chord	4/4	1	1	1/16	1/16	1	0							
2	1	1/4	1/4	0.75		0	0	Chord	4/4	1	1	3/16	1/8	3/2	1							
2	1	1	1	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	2							
2	1	5/4	5/4	0.75		1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	3	ornamentTrill						
2	1	2	2	0.125		7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	4							
2	1	17/8	17/8	0.125		15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	5							
2	1	9/4	9/4	0.75		1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	6							
2	1	3	3	0.125		11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	7							
2	1	25/8	25/8	0.125		23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	8							
2	1	13/4	13/4	0.375		3/4	3/4	Chord	4/4	1	1	3/32	1/16	3/2	9							
2	1	29/8	29/8	0.125		27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	10							
2	1	15/4	15/4	0.375		7/8	7/8	Chord	4/4	1	1	3/32	1/16	3/2	11							
2	1	33/8	33/8	0.125		31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	12							
2	1	1/4	1/4	0.75		0	0	Chord	4/4	1	2	3/16	1/8	3/2	13							
2	1	5/4	5/4	0.75		1/4	1/4	Chord	4/4	1	2	3/16	1/8	3/2	14							
2	1	9/4	9/4	0.75		1/2	1/2	Chord	4/4	1	2	3/16	1/8	3/2	15							
2	1	1/4	1/4	0.75		0	0	Chord	4/4	1	3	3/16	1/8	3/2	16							
2	1	9/4	9/4	0.75		1/2	1/2	Chord	4/4	1	3	3/16	1/8	3/2	17							
2	1	1/4	1/4	0.75		0	0	Chord	4/4	1	4	3/16	1/8	3/2	18							
2	1	9/4	9/4	0.75		1/2	1/2	Chord	4/4	1	4	3/16	1/8	3/2	19							
3	2	17/4	17/4	0.75		0	0	Chord	4/4	1	1	3/16	1/8	3/2	20							
3	2	5	5	0.125		3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	21							
3	2	41/8	41/8	0.125		7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	22							
3	2	21/4	21/4	0.375		1/4	1/4	Chord	4/4	1	1	3/32	1/16	3/2	23							
3	2	45/8	45/8	0.125		11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	24							
3	2	23/4	23/4	0.375		3/8	3/8	Chord	4/4	1	1	3/32	1/16	3/2	25	ornamentTrill						
3	2	49/8	49/8	0.125		15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	26							
3	2	25/4	25/4	0.375		1/2	1/2	Chord	4/4	1	1	3/32	1/16	3/2	27							
3	2	53/8	53/8	0.125		19/32	19/32	Chord	4/4	1	1	1/32	1/32	1	28							
3	2	27/4	27/4	0.375		5/8	5/8	Chord	4/4	1	1	3/32	1/16	3/2	29							
3	2	57/8	57/8	0.125		23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	30							
3	2	29/4	29/4	0.375		3/4	3/4	Chord	4/4	1	1	3/32	1/16	3/2	31							
3	2	61/8	61/8	0.125		27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	32							
3	2	31/4	31/4	0.375		7/8	7/8	Chord	4/4	1	1	3/32	1/16	3/2	33							
3	2	65/8	65/8	0.125		31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	34							
3	2	17/4	17/4	0.75		0	0	Chord	4/4	1	2	3/16	1/8	3/2	35							
3	2	17/4	17/4	0.75		0	0	Chord	4/4	1	3	3/16	1/8	3/2	36							
4	3	33/4	33/4	0.375		0	0	Chord	4/4	1	1	3/32	1/16	3/2	37							
4	3	69/8	69/8	0.0625		3/32	3/32	Chord	4/4	1	1	1/64	1/64	1	38							
4	3	139/16	139/16	0.0625		7/64	7/64	Chord	4/4	1	1	1/64	1/64	1	39							
4	3	35/4	35/4	0.375		1/8	1/8	Chord	4/4	1	1	3/32	1/16	3/2	40							
4	3	73/8	73/8	0.125		7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	41							
4	3	37/4	37/4	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	42							
4	3	19/2	19/2	0.125		5/16	5/16	Chord	4/4	1	1	1/32	1/32	1	43							0
4	3	77/8	77/8	0.125		11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	44							0
4	3	39/4	39/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	45							0
4	3	10	10	0.125		7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	46							0
4	3	81/8	81/8	0.125		15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	47							
4	3	41/4	41/4	0.75		1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	48							
4	3	11	11	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	49							
4	3	45/4	45/4	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	50							
4	3	23/2	23/2	0.125		13/16	13/16	Chord	4/4	1	1	1/32	1/32	1	51							
4	3	93/8	93/8	0.125		27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	52							
4	3	47/4	47/4	0.375		7/8	7/8	Chord	4/4	1	1	3/32	1/16	3/2	53							
4	3	97/8	97/8	0.125		31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	54							
4	3	41/4	41/4	0.75		1/2	1/2	Chord	4/4	1	2	3/16	1/8	3/2	55							
4	3	97/8	97/8	0.125		31/32	31/32	Chord	4/4	1	2	1/32	1/32	1	56							
5	4	49/4	49/4	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	57							
5	4	105/8	105/8	0.125		7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	58							
5	4	53/4	53/4	0.375		1/4	1/4	Chord	4/4	1	1	3/32	1/16	3/2	59							
5	4	113/8	113/8	0.125		15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	60							
5	4	57/4	57/4	0.375		1/2	1/2	Chord	4/4	1	1	3/32	1/16	3/2	61							
5	4	117/8	117/8	0.0625		19/32	19/32	Chord	4/4	1	1	1/64	1/64	1	62							
5	4	235/16	235/16	0.0625		39/64	39/64	Chord	4/4	1	1	1/64	1/64	1	63							
5	4	59/4	59/4	0.375		5/8	5/8	Chord	4/4	1	1	3/32	1/16	3/2	64							
5	4	121/8	121/8	0.125		23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	65							
5	4	61/4	61/4	0.375		3/4	3/4	Chord	4/4	1	1	3/32	1/16	3/2	66							
5	4	125/8	125/8	0.125		27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	67							
5	4	63/4	63/4	0.375		7/8	7/8	Chord	4/4	1	1	3/32	1/16	3/2	68							
5	4	129/8	129/8	0.125		31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	69							
5	4	49/4	49/4	0.25		0	0	Chord	4/4	1	2	1/16	1/16	1	70							
5	4	25/2	25/2	0.125		1/16	1/16	Chord	4/4	1	2	1/32	1/32	1	71							
5	4	101/8	101/8	0.125		3/32	3/32	Chord	4/4	1	2	1/32	1/32	1	72							
5	4	51/4	51/4	0.375		1/8	1/8	Chord	4/4	1	2	3/32	1/16	3/2	73							
5	4	105/8	105/8	0.125		7/32	7/32	Chord	4/4	1	2	1/32	1/32	1	74							
5	4	53/4	53/4	0.375		1/4	1/4	Chord	4/4	1	2	3/32	1/16	3/2	75							
5	4	109/8	109/8	0.125		11/32	11/32	Chord	4/4	1	2	1/32	1/32	1	76							
5	4	55/4	55/4	0.375		3/8	3/8	Chord	4/4	1	2	3/32	1/16	3/2	77							
5	4	113/8	113/8	0.125		15/32	15/32	Chord	4/4	1	2	1/32	1/32	1	78							
5	4	57/4	57/4	0.25		1/2	1/2	Chord	4/4	1	2	1/16	1/16	1	79							
5	4	53/4	53/4	0.375		1/4	1/4	Chord	4/4	1	3	3/32	1/16	3/2	80							
5	4	57/4	57/4	0.25		1/2	1/2	Chord	4/4	1	3	1/16	1/16	1	81							
5	4	57/4	57/4	0.25		1/2	1/2	Chord	4/4	1	4	1/16	1/16	1	82							
6	5	65/4	65/4	0.125		0	0	Chord	4/4	1	1	1/32	1/32	1	83							1
6	5	131/8	131/8	0.375		1/32	1/32	Chord	4/4	1	1	3/32	1/16	3/2	84							
6	5	67/4	67/4	0.125		1/8	1/8	Chord	4/4	1	1	1/32	1/32	1	85							2
6	5	135/8	135/8	0.375		5/32	5/32	Chord	4/4	1	1	3/32	1/16	3/2	86							
6	5	69/4	69/4	0.375		1/4	1/4	Chord	4/4	1	1	3/32	1/16	3/2	87							
6	5	141/8	141/8	0.125		11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	88							
6	5	71/4	71/4	0.375		3/8	3/8	Chord	4/4	1	1	3/32	1/16	3/2	89							
6	5	145/8	145/8	0.0625		15/32	15/32	Chord	4/4	1	1	1/64	1/64	1	90							
6	5	291/16	291/16	0.0625		31/64	31/64	Chord	4/4	1	1	1/64	1/64	1	91							
6	5	73/4	73/4	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	92							
6	5	75/4	75/4	0.125		5/8	5/8	Chord	4/4	1	1	1/32	1/32	1	93							
6	5	151/8	151/8	0.125		21/32	21/32	Chord	4/4	1	1	1/32	1/32	1	94							
6	5	19	19	0.125		11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	95							
6	5	153/8	153/8	0.125		23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	96							
6	5	77/4	77/4	0.375		3/4	3/4	Chord	4/4	1	1	3/32	1/16	3/2	97							
6	5	157/8	157/8	0.125		27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	98							
6	5	79/4	79/4	0.375		7/8	7/8	Chord	4/4	1	1	3/32	1/16	3/2	99	ornamentTrill						
6	5	161/8	161/8	0.125		31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	100							
6	5	73/4	73/4	0.375		1/2	1/2	Chord	4/4	1	2	3/32	1/16	3/2	101							
6	5	73/4	73/4	0.375		1/2	1/2	Chord	4/4	1	3	3/32	1/16	3/2	102							
7	6	81/4	81/4	0.375		0	0	Chord	4/4	1	1	3/32	1/16	3/2	103							
7	6	165/8	165/8	0.125		3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	104							
7	6	83/4	83/4	0.375		1/8	1/8	Chord	4/4	1	1	3/32	1/16	3/2	105							
7	6	169/8	169/8	0.125		7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	106							
7	6	85/4	85/4	0.375		1/4	1/4	Chord	4/4	1	1	3/32	1/16	3/2	107							
7	6	173/8	173/8	0.125		11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	108							
7	6	87/4	87/4	0.375		3/8	3/8	Chord	4/4	1	1	3/32	1/16	3/2	109							
7	6	177/8	177/8	0.125		15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	110							
7	6	89/4	89/4	0.375		1/2	1/2	Chord	4/4	1	1	3/32	1/16	3/2	111							
7	6	181/8	181/8	0.125		19/32	19/32	Chord	4/4	1	1	1/32	1/32	1	112							
7	6	91/4	91/4	0.375		5/8	5/8	Chord	4/4	1	1	3/32	1/16	3/2	113							
7	6	185/8	185/8	0.125		23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	114							
7	6	93/4	93/4	0.375		3/4	3/4	Chord	4/4	1	1	3/32	1/16	3/2	115							
7	6	189/8	189/8	0.125		27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	116							3
7	6	95/4	95/4	0.125		7/8	7/8	Chord	4/4	1	1	1/32	1/32	1	117							3
7	6	191/8	191/8	0.125		29/32	29/32	Chord	4/4	1	1	1/32	1/32	1	118							3
7	6	24	24	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	119							
8	7	97/4	97/4	0.375		0	0	Chord	4/4	1	1	3/32	1/16	3/2	120							
8	7	197/8	197/8	0.125		3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	121							
8	7	99/4	99/4	0.375		1/8	1/8	Chord	4/4	1	1	3/32	1/16	3/2	122							
8	7	201/8	201/8	0.125		7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	123							
8	7	101/4	101/4	0.16666666666666666		1/4	1/4	Chord	4/4	1	1	1/24	1/16	2/3	124							4
8	7	305/12	305/12	0.16666666666666666		7/24	7/24	Chord	4/4	1	1	1/24	1/16	2/3	125							4
8	7	307/12	307/12	0.16666666666666666		1/3	1/3	Chord	4/4	1	1	1/24	1/16	2/3	126							
8	7	103/4	103/4	0.16666666666666666		3/8	3/8	Chord	4/4	1	1	1/24	1/16	2/3	127							5
8	7	311/12	311/12	0.16666666666666666		5/12	5/12	Chord	4/4	1	1	1/24	1/16	2/3	128							5
8	7	313/12	313/12	0.16666666666666666		11/24	11/24	Chord	4/4	1	1	1/24	1/16	2/3	129							
8	7	105/4	105/4	0.375		1/2	1/2	Chord	4/4	1	1	3/32	1/16	3/2	130							
8	7	213/8	213/8	0.0625		19/32	19/32	Chord	4/4	1	1	1/64	1/64	1	131							
8	7	427/16	427/16	0.0625		39/64	39/64	Chord	4/4	1	1	1/64	1/64	1	132							
8	7	107/4	107/4	0.375		5/8	5/8	Chord	4/4	1	1	3/32	1/16	3/2	133							
8	7	217/8	217/8	0.125		23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	134							
8	7	109/4	109/4	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	135							6
8	7	111/4	111/4	0.125		7/8	7/8	Chord	4/4	1	1	1/32	1/32	1	136	ornamentTrill						
8	7	223/8	223/8	0.125		29/32	29/32	Chord	4/4	1	1	1/32	1/32	1	137							
8	7	28	28	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	138							
8	7	105/4	105/4	0.375		1/2	1/2	Chord	4/4	1	2	3/32	1/16	3/2	139							
8	7	109/4	109/4	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	140							
8	7	105/4	105/4	0.375		1/2	1/2	Chord	4/4	1	3	3/32	1/16	3/2	141							
8	7	105/4	105/4	0.375		1/2	1/2	Chord	4/4	1	4	3/32	1/16	3/2	142							
8	7	109/4	109/4	0.5		3/4	3/4	Chord	4/4	1	4	1/8	1/8	1	143							
9	8	113/4	113/4	0.75		0	0	Chord	4/4	1	1	3/16	1/8	3/2	144							
9	8	29	29	0.125		3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	145							
9	8	233/8	233/8	0.125		7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	146							
9	8	117/4	117/4	0.16666666666666666		1/4	1/4	Chord	4/4	1	1	1/24	1/16	2/3	147							7
9	8	353/12	353/12	0.16666666666666666		7/24	7/24	Chord	4/4	1	1	1/24	1/16	2/3	148							7
9	8	355/12	355/12	0.16666666666666666		1/3	1/3	Chord	4/4	1	1	1/24	1/16	2/3	149							
9	8	119/4	119/4	0.16666666666666666		3/8	3/8	Chord	4/4	1	1	1/24	1/16	2/3	150							8
9	8	359/12	359/12	0.16666666666666666		5/12	5/12	Chord	4/4	1	1	1/24	1/16	2/3	151							8
9	8	361/12	361/12	0.16666666666666666		11/24	11/24	Chord	4/4	1	1	1/24	1/16	2/3	152							
9	8	121/4	121/4	0.16666666666666666		1/2	1/2	Chord	4/4	1	1	1/24	1/16	2/3	153							9
9	8	365/12	365/12	0.16666666666666666		13/24	13/24	Chord	4/4	1	1	1/24	1/16	2/3	154							9
9	8	367/12	367/12	0.16666666666666666		7/12	7/12	Chord	4/4	1	1	1/24	1/16	2/3	155							
9	8	123/4	123/4	0.16666666666666666		5/8	5/8	Chord	4/4	1	1	1/24	1/16	2/3	156							10
9	8	371/12	371/12	0.16666666666666666		2/3	2/3	Chord	4/4	1	1	1/24	1/16	2/3	157							10
9	8	373/12	373/12	0.16666666666666666		17/24	17/24	Chord	4/4	1	1	1/24	1/16	2/3	158							
9	8	125/4	125/4	0.375		3/4	3/4	Chord	4/4	1	1	3/32	1/16	3/2	159							
9	8	253/8	253/8	0.125		27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	160							
9	8	127/4	127/4	0.375		7/8	7/8	Chord	4/4	1	1	3/32	1/16	3/2	161							
9	8	257/8	257/8	0.125		31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	162							
9	8	113/4	113/4	0.75		0	0	Chord	4/4	1	2	3/16	1/8	3/2	163							
10	9	129/4	129/4	0.16666666666666666		0	0	Chord	4/4	1	1	1/24	1/16	2/3	164							11
10	9	389/12	389/12	0.16666666666666666		1/24	1/24	Chord	4/4	1	1	1/24	1/16	2/3	165							11
10	9	391/12	391/12	0.16666666666666666		1/12	1/12	Chord	4/4	1	1	1/24	1/16	2/3	166							
10	9	131/4	131/4	0.16666666666666666		1/8	1/8	Chord	4/4	1	1	1/24	1/16	2/3	167							12
10	9	395/12	395/12	0.16666666666666666		1/6	1/6	Chord	4/4	1	1	1/24	1/16	2/3	168							12
10	9	397/12	397/12	0.16666666666666666		5/24	5/24	Chord	4/4	1	1	1/24	1/16	2/3	169							
10	9	133/4	133/4	0.16666666666666666		1/4	1/4	Chord	4/4	1	1	1/24	1/16	2/3	170							13
10	9	401/12	401/12	0.16666666666666666		7/24	7/24	Chord	4/4	1	1	1/24	1/16	2/3	171							13
10	9	403/12	403/12	0.16666666666666666		1/3	1/3	Chord	4/4	1	1	1/24	1/16	2/3	172							
10	9	135/4	135/4	0.375		3/8	3/8	Chord	4/4	1	1	3/32	1/16	3/2	173							
10	9	273/8	273/8	0.125		15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	174							
10	9	137/4	137/4	0.75		1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	175							14
10	9	35	35	0.125		11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	176							14
10	9	281/8	281/8	0.125		23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	177							
10	9	141/4	141/4	0.375		3/4	3/4	Chord	4/4	1	1	3/32	1/16	3/2	178							
10	9	285/8	285/8	0.125		27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	179							
10	9	143/4	143/4	0.375		7/8	7/8	Chord	4/4	1	1	3/32	1/16	3/2	180							
10	9	289/8	289/8	0.125		31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	181							
10	9	137/4	137/4	0.75		1/2	1/2	Chord	4/4	1	2	3/16	1/8	3/2	182							
10	9	143/4	143/4	0.375		7/8	7/8	Chord	4/4	1	2	3/32	1/16	3/2	183							
10	9	137/4	137/4	0.75		1/2	1/2	Chord	4/4	1	3	3/16	1/8	3/2	184							
10	9	143/4	143/4	0.375		7/8	7/8	Chord	4/4	1	3	3/32	1/16	3/2	185							
11	10	145/4	145/4	0.375		0	0	Chord	4/4	1	1	3/32	1/16	3/2	186							
11	10	293/8	293/8	0.0625		3/32	3/32	Chord	4/4	1	1	1/64	1/64	1	187							
11	10	587/16	587/16	0.0625		7/64	7/64	Chord	4/4	1	1	1/64	1/64	1	188							
11	10	147/4	147/4	0.375		1/8	1/8	Chord	4/4	1	1	3/32	1/16	3/2	189							
