mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
19	17	271/4	287/4	0.16666666666666666		7/8	7/8	Chord	4/4	1	1	1/24	1/16	2/3	367							40
19	17	815/12	863/12	0.16666666666666666		11/12	11/12	Chord	4/4	1	1	1/24	1/16	2/3	368							40
19	17	817/12	865/12	0.16666666666666666		23/24	23/24	Chord	4/4	1	1	1/24	1/16	2/3	369							
19	17	257/4	273/4	0.375		0	0	Chord	4/4	1	2	3/32	1/16	3/2	370							
20	18	273/4	289/4	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	371							
20	18	137/2	145/2	0.0625		1/16	1/16	Chord	4/4	1	1	1/64	1/64	1	372							
20	18	1097/16	1161/16	0.0625		5/64	5/64	Chord	4/4	1	1	1/64	1/64	1	373							
20	18	549/8	581/8	0.0625		3/32	3/32	Chord	4/4	1	1	1/64	1/64	1	374							
20	18	1099/16	1163/16	0.0625		7/64	7/64	Chord	4/4	1	1	1/64	1/64	1	375							
20	18	275/4	291/4	0.375		1/8	1/8	Chord	4/4	1	1	3/32	1/16	3/2	376							
20	18	553/8	585/8	0.125		7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	377							
20	18	277/4	293/4	0.75		1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	378	ornamentTrill						41
20	18	70	74	0.125		7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	379							41
20	18	561/8	593/8	0.125		15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	380							
20	18	281/4	297/4	0.16666666666666666		1/2	1/2	Chord	4/4	1	1	1/24	1/16	2/3	381							42
20	18	845/12	893/12	0.16666666666666666		13/24	13/24	Chord	4/4	1	1	1/24	1/16	2/3	382							42
20	18	847/12	895/12	0.16666666666666666		7/12	7/12	Chord	4/4	1	1	1/24	1/16	2/3	383							
20	18	283/4	299/4	0.16666666666666666		5/8	5/8	Chord	4/4	1	1	1/24	1/16	2/3	384							43
20	18	851/12	899/12	0.16666666666666666		2/3	2/3	Chord	4/4	1	1	1/24	1/16	2/3	385							43
20	18	853/12	901/12	0.16666666666666666		17/24	17/24	Chord	4/4	1	1	1/24	1/16	2/3	386							
20	18	285/4	301/4	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	387							44
20	18	287/4	303/4	0.375		7/8	7/8	Chord	4/4	1	1	3/32	1/16	3/2	388	ornamentTrill						
20	18	577/8	609/8	0.125		31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	389							
20	18	273/4	289/4	0.375		0	0	Chord	4/4	1	2	3/32	1/16	3/2	390							
20	18	281/4	297/4	0.25		1/2	1/2	Chord	4/4	1	2	1/16	1/16	1	391							
20	18	285/4	301/4	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	392							
20	18	273/4	289/4	0.375		0	0	Chord	4/4	1	3	3/32	1/16	3/2	393							
20	18	281/4	297/4	0.25		1/2	1/2	Chord	4/4	1	3	1/16	1/16	1	394							
20	18	285/4	301/4	0.5		3/4	3/4	Chord	4/4	1	3	1/8	1/8	1	395							
20	18	273/4	289/4	0.375		0	0	Chord	4/4	1	4	3/32	1/16	3/2	396							
21	19	289/4	305/4	0.75		0	0	Chord	4/4	1	1	3/16	1/8	3/2	397							
21	19	293/4	309/4	0.16666666666666666		1/4	1/4	Chord	4/4	1	1	1/24	1/16	2/3	398							45
21	19	881/12	929/12	0.16666666666666666		7/24	7/24	Chord	4/4	1	1	1/24	1/16	2/3	399							45
21	19	883/12	931/12	0.16666666666666666		1/3	1/3	Chord	4/4	1	1	1/24	1/16	2/3	400							
21	19	295/4	311/4	0.16666666666666666		3/8	3/8	Chord	4/4	1	1	1/24	1/16	2/3	401							46
21	19	887/12	935/12	0.16666666666666666		5/12	5/12	Chord	4/4	1	1	1/24	1/16	2/3	402							46
21	19	889/12	937/12	0.16666666666666666		11/24	11/24	Chord	4/4	1	1	1/24	1/16	2/3	403							
21	19	297/4	313/4	0.375		1/2	1/2	Chord	4/4	1	1	3/32	1/16	3/2	404							
21	19	597/8	629/8	0.125		19/32	19/32	Chord	4/4	1	1	1/32	1/32	1	405							
21	19	299/4	315/4	0.375		5/8	5/8	Chord	4/4	1	1	3/32	1/16	3/2	406							
21	19	601/8	633/8	0.125		23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	407							
21	19	301/4	317/4	0.375		3/4	3/4	Chord	4/4	1	1	3/32	1/16	3/2	408							
21	19	605/8	637/8	0.125		27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	409							
21	19	303/4	319/4	0.375		7/8	7/8	Chord	4/4	1	1	3/32	1/16	3/2	410							
21	19	609/8	641/8	0.125		31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	411							
21	19	289/4	305/4	0.75		0	0	Chord	4/4	1	2	3/16	1/8	3/2	412							
21	19	73	77	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	413							
22	20	305/4	321/4	0.16666666666666666		0	0	Chord	4/4	1	1	1/24	1/16	2/3	414							47
22	20	917/12	965/12	0.16666666666666666		1/24	1/24	Chord	4/4	1	1	1/24	1/16	2/3	415							47
22	20	919/12	967/12	0.16666666666666666		1/12	1/12	Chord	4/4	1	1	1/24	1/16	2/3	416							
22	20	307/4	323/4	0.16666666666666666		1/8	1/8	Chord	4/4	1	1	1/24	1/16	2/3	417							48
22	20	923/12	971/12	0.16666666666666666		1/6	1/6	Chord	4/4	1	1	1/24	1/16	2/3	418							48
22	20	925/12	973/12	0.16666666666666666		5/24	5/24	Chord	4/4	1	1	1/24	1/16	2/3	419							
22	20	309/4	325/4	0.16666666666666666		1/4	1/4	Chord	4/4	1	1	1/24	1/16	2/3	420							49
22	20	929/12	977/12	0.16666666666666666		7/24	7/24	Chord	4/4	1	1	1/24	1/16	2/3	421							49
22	20	931/12	979/12	0.16666666666666666		1/3	1/3	Chord	4/4	1	1	1/24	1/16	2/3	422							
22	20	311/4	327/4	0.16666666666666666		3/8	3/8	Chord	4/4	1	1	1/24	1/16	2/3	423							50
22	20	935/12	983/12	0.16666666666666666		5/12	5/12	Chord	4/4	1	1	1/24	1/16	2/3	424							50
22	20	937/12	985/12	0.16666666666666666		11/24	11/24	Chord	4/4	1	1	1/24	1/16	2/3	425							
22	20	313/4	329/4	0.16666666666666666		1/2	1/2	Chord	4/4	1	1	1/24	1/16	2/3	426							51
22	20	941/12	989/12	0.16666666666666666		13/24	13/24	Chord	4/4	1	1	1/24	1/16	2/3	427							51
22	20	943/12	991/12	0.16666666666666666		7/12	7/12	Chord	4/4	1	1	1/24	1/16	2/3	428							
22	20	315/4	331/4	0.16666666666666666		5/8	5/8	Chord	4/4	1	1	1/24	1/16	2/3	429							52
22	20	947/12	995/12	0.16666666666666666		2/3	2/3	Chord	4/4	1	1	1/24	1/16	2/3	430							52
22	20	949/12	997/12	0.16666666666666666		17/24	17/24	Chord	4/4	1	1	1/24	1/16	2/3	431							
22	20	317/4	333/4	0.375		3/4	3/4	Chord	4/4	1	1	3/32	1/16	3/2	432							
22	20	637/8	669/8	0.125		27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	433							
22	20	319/4	335/4	0.375		7/8	7/8	Chord	4/4	1	1	3/32	1/16	3/2	434							
22	20	641/8	673/8	0.125		31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	435							
23	21	321/4	337/4	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	436							
23	21	161/2	169/2	0.0625		1/16	1/16	Chord	4/4	1	1	1/64	1/64	1	437							
23	21	1289/16	1353/16	0.0625		5/64	5/64	Chord	4/4	1	1	1/64	1/64	1	438							
23	21	645/8	677/8	0.0625		3/32	3/32	Chord	4/4	1	1	1/64	1/64	1	439							
23	21	1291/16	1355/16	0.0625		7/64	7/64	Chord	4/4	1	1	1/64	1/64	1	440							
23	21	323/4	339/4	0.375		1/8	1/8	Chord	4/4	1	1	3/32	1/16	3/2	441							
23	21	649/8	681/8	0.125		7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	442							
23	21	325/4	341/4	0.16666666666666666		1/4	1/4	Chord	4/4	1	1	1/24	1/16	2/3	443							
23	21	977/12	1025/12	0.16666666666666666		7/24	7/24	Chord	4/4	1	1	1/24	1/16	2/3	444							53
23	21	979/12	1027/12	0.16666666666666666		1/3	1/3	Chord	4/4	1	1	1/24	1/16	2/3	445							53
23	21	327/4	343/4	0.16666666666666666		3/8	3/8	Chord	4/4	1	1	1/24	1/16	2/3	446							53
23	21	983/12	1031/12	0.16666666666666666		5/12	5/12	Chord	4/4	1	1	1/24	1/16	2/3	447							53
23	21	985/12	1033/12	0.16666666666666666		11/24	11/24	Chord	4/4	1	1	1/24	1/16	2/3	448							
23	21	329/4	345/4	0.375		1/2	1/2	Chord	4/4	1	1	3/32	1/16	3/2	449							
23	21	661/8	693/8	0.0625		19/32	19/32	Chord	4/4	1	1	1/64	1/64	1	450							54
23	21	1323/16	1387/16	0.0625		39/64	39/64	Chord	4/4	1	1	1/64	1/64	1	451							54
23	21	331/4	347/4	0.16666666666666666		5/8	5/8	Chord	4/4	1	1	1/24	1/16	2/3	452							54
23	21	995/12	1043/12	0.16666666666666666		2/3	2/3	Chord	4/4	1	1	1/24	1/16	2/3	453							54
23	21	997/12	1045/12	0.16666666666666666		17/24	17/24	Chord	4/4	1	1	1/24	1/16	2/3	454							
23	21	333/4	349/4	0.16666666666666666		3/4	3/4	Chord	4/4	1	1	1/24	1/16	2/3	455							55
23	21	1001/12	1049/12	0.16666666666666666		19/24	19/24	Chord	4/4	1	1	1/24	1/16	2/3	456							55
23	21	1003/12	1051/12	0.16666666666666666		5/6	5/6	Chord	4/4	1	1	1/24	1/16	2/3	457							
23	21	335/4	351/4	0.375		7/8	7/8	Chord	4/4	1	1	3/32	1/16	3/2	458							
23	21	673/8	705/8	0.125		31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	459							
23	21	329/4	345/4	0.75		1/2	1/2	Chord	4/4	1	2	3/16	1/8	3/2	460							
23	21	329/4	345/4	0.75		1/2	1/2	Chord	4/4	1	3	3/16	1/8	3/2	461							
24	22	337/4	353/4	0.16666666666666666		0	0	Chord	4/4	1	1	1/24	1/16	2/3	462							56
24	22	1013/12	1061/12	0.16666666666666666		1/24	1/24	Chord	4/4	1	1	1/24	1/16	2/3	463							56
24	22	1015/12	1063/12	0.16666666666666666		1/12	1/12	Chord	4/4	1	1	1/24	1/16	2/3	464							
24	22	339/4	355/4	0.16666666666666666		1/8	1/8	Chord	4/4	1	1	1/24	1/16	2/3	465							57
24	22	1019/12	1067/12	0.16666666666666666		1/6	1/6	Chord	4/4	1	1	1/24	1/16	2/3	466							57
24	22	1021/12	1069/12	0.16666666666666666		5/24	5/24	Chord	4/4	1	1	1/24	1/16	2/3	467							
24	22	341/4	357/4	0.16666666666666666		1/4	1/4	Chord	4/4	1	1	1/24	1/16	2/3	468							58
24	22	1025/12	1073/12	0.16666666666666666		7/24	7/24	Chord	4/4	1	1	1/24	1/16	2/3	469							58
24	22	1027/12	1075/12	0.16666666666666666		1/3	1/3	Chord	4/4	1	1	1/24	1/16	2/3	470							
24	22	343/4	359/4	0.16666666666666666		3/8	3/8	Chord	4/4	1	1	1/24	1/16	2/3	471							59
24	22	1031/12	1079/12	0.16666666666666666		5/12	5/12	Chord	4/4	1	1	1/24	1/16	2/3	472							59
24	22	1033/12	1081/12	0.16666666666666666		11/24	11/24	Chord	4/4	1	1	1/24	1/16	2/3	473							
24	22	345/4	361/4	0.375		1/2	1/2	Chord	4/4	1	1	3/32	1/16	3/2	474							
24	22	693/8	725/8	0.125		19/32	19/32	Chord	4/4	1	1	1/32	1/32	1	475							
24	22	347/4	363/4	0.375		5/8	5/8	Chord	4/4	1	1	3/32	1/16	3/2	476							
24	22	697/8	729/8	0.125		23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	477							
24	22	349/4	365/4	0.16666666666666666		3/4	3/4	Chord	4/4	1	1	1/24	1/16	2/3	478							60
24	22	1049/12	1097/12	0.16666666666666666		19/24	19/24	Chord	4/4	1	1	1/24	1/16	2/3	479							60
24	22	1051/12	1099/12	0.16666666666666666		5/6	5/6	Chord	4/4	1	1	1/24	1/16	2/3	480							
24	22	351/4	367/4	0.16666666666666666		7/8	7/8	Chord	4/4	1	1	1/24	1/16	2/3	481							61
24	22	1055/12	1103/12	0.16666666666666666		11/12	11/12	Chord	4/4	1	1	1/24	1/16	2/3	482							61
24	22	1057/12	1105/12	0.16666666666666666		23/24	23/24	Chord	4/4	1	1	1/24	1/16	2/3	483							
24	22	345/4	361/4	0.375		1/2	1/2	Chord	4/4	1	2	3/32	1/16	3/2	484							
24	22	345/4	361/4	0.375		1/2	1/2	Chord	4/4	1	3	3/32	1/16	3/2	485							
25	23	353/4	369/4	0.16666666666666666		0	0	Chord	4/4	1	1	1/24	1/16	2/3	486							62
25	23	1061/12	1109/12	0.16666666666666666		1/24	1/24	Chord	4/4	1	1	1/24	1/16	2/3	487							62
25	23	1063/12	1111/12	0.16666666666666666		1/12	1/12	Chord	4/4	1	1	1/24	1/16	2/3	488							
25	23	355/4	371/4	0.16666666666666666		1/8	1/8	Chord	4/4	1	1	1/24	1/16	2/3	489							63
25	23	1067/12	1115/12	0.16666666666666666		1/6	1/6	Chord	4/4	1	1	1/24	1/16	2/3	490							63
25	23	1069/12	1117/12	0.16666666666666666		5/24	5/24	Chord	4/4	1	1	1/24	1/16	2/3	491							
25	23	357/4	373/4	0.375		1/4	1/4	Chord	4/4	1	1	3/32	1/16	3/2	492							
25	23	717/8	749/8	0.0625		11/32	11/32	Chord	4/4	1	1	1/64	1/64	1	493							
25	23	1435/16	1499/16	0.0625		23/64	23/64	Chord	4/4	1	1	1/64	1/64	1	494							
25	23	359/4	375/4	0.375		3/8	3/8	Chord	4/4	1	1	3/32	1/16	3/2	495							
25	23	721/8	753/8	0.125		15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	496							
25	23	361/4	377/4	0.16666666666666666		1/2	1/2	Chord	4/4	1	1	1/24	1/16	2/3	497							64
25	23	1085/12	1133/12	0.16666666666666666		13/24	13/24	Chord	4/4	1	1	1/24	1/16	2/3	498							64
25	23	1087/12	1135/12	0.16666666666666666		7/12	7/12	Chord	4/4	1	1	1/24	1/16	2/3	499							
25	23	363/4	379/4	0.375		5/8	5/8	Chord	4/4	1	1	3/32	1/16	3/2	500							
25	23	729/8	761/8	0.125		23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	501							
25	23	365/4	381/4	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	502							65
25	23	367/4	383/4	0.125		7/8	7/8	Chord	4/4	1	1	1/32	1/32	1	503	ornamentTrill						
25	23	735/8	767/8	0.125		29/32	29/32	Chord	4/4	1	1	1/32	1/32	1	504							
25	23	92	96	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	505							
25	23	729/8	761/8	0.125		23/32	23/32	Chord	4/4	1	2	1/32	1/32	1	506							
25	23	365/4	381/4	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	507							
26	24		385/4	0.75	1	0	0	Chord	4/4	1	1	3/16	1/8	3/2	508							
26	24		97	0.125	1	3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	509							
26	24		777/8	0.125	1	7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	510							
26	24		389/4	0.16666666666666666	1	1/4	1/4	Chord	4/4	1	1	1/24	1/16	2/3	511							66
26	24		1169/12	0.16666666666666666	1	7/24	7/24	Chord	4/4	1	1	1/24	1/16	2/3	512							66
26	24		1171/12	0.16666666666666666	1	1/3	1/3	Chord	4/4	1	1	1/24	1/16	2/3	513							
26	24		391/4	0.16666666666666666	1	3/8	3/8	Chord	4/4	1	1	1/24	1/16	2/3	514							67
26	24		1175/12	0.16666666666666666	1	5/12	5/12	Chord	4/4	1	1	1/24	1/16	2/3	515							67
26	24		1177/12	0.16666666666666666	1	11/24	11/24	Chord	4/4	1	1	1/24	1/16	2/3	516							
26	24		393/4	1.5	1	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	517							
26	24		100	0.25	1	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	518							
26	24		385/4	0.75	1	0	0	Chord	4/4	1	2	3/16	1/8	3/2	519							
26	24		393/4	1.5	1	1/2	1/2	Chord	4/4	1	2	3/8	1/4	3/2	520							
26	24		385/4	0.75	1	0	0	Chord	4/4	1	3	3/16	1/8	3/2	521							
26	24		393/4	1.5	1	1/2	1/2	Chord	4/4	1	3	3/8	1/4	3/2	522							
26	24		393/4	1.5	1	1/2	1/2	Chord	4/4	1	4	3/8	1/4	3/2	523							
27	24	369/4	401/4	0.75	2	0	0	Chord	4/4	1	1	3/16	1/8	3/2	524							
27	24	93	101	0.125	2	3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	525							
27	24	745/8	809/8	0.125	2	7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	526							
27	24	373/4	405/4	0.16666666666666666	2	1/4	1/4	Chord	4/4	1	1	1/24	1/16	2/3	527							68
27	24	1121/12	1217/12	0.16666666666666666	2	7/24	7/24	Chord	4/4	1	1	1/24	1/16	2/3	528							68
27	24	1123/12	1219/12	0.16666666666666666	2	1/3	1/3	Chord	4/4	1	1	1/24	1/16	2/3	529							
27	24	375/4	407/4	0.16666666666666666	2	3/8	3/8	Chord	4/4	1	1	1/24	1/16	2/3	530							69
27	24	1127/12	1223/12	0.16666666666666666	2	5/12	5/12	Chord	4/4	1	1	1/24	1/16	2/3	531							69
27	24	1129/12	1225/12	0.16666666666666666	2	11/24	11/24	Chord	4/4	1	1	1/24	1/16	2/3	532							
27	24	377/4	409/4	1.5	2	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	533							
27	24	369/4	401/4	0.75	2	0	0	Chord	4/4	1	2	3/16	1/8	3/2	534							
27	24	377/4	409/4	1.5	2	1/2	1/2	Chord	4/4	1	2	3/8	1/4	3/2	535							
27	24	369/4	401/4	0.75	2	0	0	Chord	4/4	1	3	3/16	1/8	3/2	536							
27	24	377/4	409/4	1.5	2	1/2	1/2	Chord	4/4	1	3	3/8	1/4	3/2	537							
27	24	377/4	409/4	1.5	2	1/2	1/2	Chord	4/4	1	4	3/8	1/4	3/2	538							
