mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	3/4	1	1	0					𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	
1	1	0	0	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	0							
1	1	1	1	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	1							
1	1	7/4	7/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	2							
1	1	2	2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	3							
1	1	0	0	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	4							
1	1	1	1	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	5							
1	1	0	0	1.0	0	0	Chord	3/4	1	3	1/4	1/4	1	6							
1	1	0	0	1.0	0	0	Chord	3/4	1	4	1/4	1/4	1	7							
2	2	3	3	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	8							
2	2	4	4	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	9							
2	2	19/4	19/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	10							
2	2	5	5	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	11							
2	2	3	3	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	12							
2	2	4	4	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	13							
2	2	3	3	1.0	0	0	Chord	3/4	1	3	1/4	1/4	1	14							
2	2	3	3	1.0	0	0	Chord	3/4	1	4	1/4	1/4	1	15							
3	3	6	6	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	16							
3	3	13/2	13/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	17							0
3	3	27/4	27/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	18							
3	3	7	7	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	19							
3	3	31/4	31/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	20							
3	3	8	8	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	21							
3	3	17/2	17/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	22							
3	3	6	6	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	23							
3	3	7	7	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	24							
3	3	7	7	0.5	1/4	1/4	Chord	3/4	1	3	1/8	1/8	1	25							
4	4	9	9	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	26							1
4	4	37/4	37/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	27							1
4	4	19/2	19/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	28							
4	4	39/4	39/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	29							
4	4	10	10	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	30							
4	4	21/2	21/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	31							
4	4	11	11	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	32							
4	4	23/2	23/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	33							
5	5	12	12	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	34							
5	5	13	13	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	35							
5	5	55/4	55/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	36							
5	5	14	14	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	37							
5	5	57/4	57/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	38							2
5	5	29/2	29/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	39							2
5	5	59/4	59/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	40							
5	5	12	12	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	41							
5	5	13	13	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	42							
6	6	15	15	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	43							
6	6	16	16	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	44							
6	6	67/4	67/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	45							
6	6	17	17	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	46							3
6	6	69/4	69/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	47							3
6	6	35/2	35/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	48							3
6	6	71/4	71/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	49							
6	6	15	15	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	50							
6	6	16	16	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	51							
6	6	15	15	1.0	0	0	Chord	3/4	1	3	1/4	1/4	1	52							
6	6	16	16	1.0	1/4	1/4	Chord	3/4	1	3	1/4	1/4	1	53							
6	6	15	15	1.0	0	0	Chord	3/4	1	4	1/4	1/4	1	54							
7	7	18	18	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	55							
7	7	37/2	37/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	56							4
7	7	75/4	75/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	57							
7	7	19	19	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	58							
7	7	39/2	39/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	59							5
7	7	79/4	79/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	60							
7	7	20	20	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	61							
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	62							
7	7	18	18	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	63							
7	7	19	19	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	64							
7	7	18	18	0.5	0	0	Chord	3/4	1	3	1/8	1/8	1	65							
8	8	21	21	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	66							
8	8	22	22	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	67							
8	8	22	22	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	68							
9	9	24	24	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	69							
9	9	49/2	49/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	70							6
9	9	99/4	99/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	71							
9	9	25	25	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	72							
9	9	103/4	103/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	73							
9	9	26	26	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	74							7
9	9	105/4	105/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	75							7
9	9	53/2	53/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	76							7
9	9	107/4	107/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	77							
9	9	24	24	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	78							
9	9	25	25	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	79							
9	9	24	24	1.0	0	0	Chord	3/4	1	3	1/4	1/4	1	80							
9	9	25	25	1.0	1/4	1/4	Chord	3/4	1	3	1/4	1/4	1	81							
10	10	27	27	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	82							
10	10	55/2	55/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	83							8
10	10	111/4	111/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	84							
10	10	28	28	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	85							
10	10	115/4	115/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	86							
10	10	29	29	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	87							9
10	10	117/4	117/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	88							9
10	10	59/2	59/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	89							9
10	10	119/4	119/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	90							
10	10	27	27	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	91							
10	10	28	28	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	92							
10	10	27	27	1.0	0	0	Chord	3/4	1	3	1/4	1/4	1	93							
10	10	28	28	1.0	1/4	1/4	Chord	3/4	1	3	1/4	1/4	1	94							
11	11	30	30	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	95							10
11	11	121/4	121/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	96							10
11	11	61/2	61/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	97							10
11	11	123/4	123/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	98							
11	11	31	31	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	99							11
11	11	127/4	127/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32	1/32	1	100							11
11	11	255/8	255/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32	1/32	1	101							
11	11	32	32	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	102							
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	103							
12	12	33	33	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	104							12
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	105							
12	12	34	34	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	106							13
12	12	137/4	137/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	107							13
12	12	69/2	69/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	108							13
12	12	139/4	139/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	109							
12	12	35	35	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	110	ornamentTrill						
12	12	71/2	71/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	111							
12	12	143/4	143/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	112							
13	13	36	36	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	113							
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	114							
13	13	37	37	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	115							
13	13	75/2	75/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	116							14
13	13	151/4	151/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	117							
13	13	38	38	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	118							
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	119							
14	14	39	39	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	120							
14	14	79/2	79/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4	1/4	1	121							
14	14	81/2	81/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	122							
14	14	163/4	163/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	123							
14	14	41	41	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	124							
14	14	165/4	165/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	125							
14	14	83/2	83/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	126							
14	14	167/4	167/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	127							
15	15	42	42	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	128							
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	129							
15	15	43	43	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	130							
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	131							
15	15	44	44	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	132							15
15	15	177/4	177/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	133							15
15	15	89/2	89/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	134							15
15	15	179/4	179/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	135							
16	16	45	45	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	136							
16	16	46	46	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	137							
16	16	46	46	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	138							
16	16	46	46	2.0	1/4	1/4	Chord	3/4	1	3	1/2	1/2	1	139							
16	16	46	46	2.0	1/4	1/4	Chord	3/4	1	4	1/2	1/2	1	140							
17	17	48	48	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	141							
17	17	195/4	195/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32	1/32	1	142							16
17	17	391/8	391/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32	1/32	1	143							
17	17	49	49	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	144							17
17	17	197/4	197/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	145							17
17	17	99/2	99/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	146							17
17	17	199/4	199/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	147							
17	17	50	50	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	148							18
17	17	201/4	201/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	149							18
17	17	101/2	101/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	150							18
17	17	203/4	203/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	151							
17	17	48	48	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	152							
18	18	51	51	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	153							
18	18	207/4	207/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32	1/32	1	154							19
18	18	415/8	415/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32	1/32	1	155							
18	18	52	52	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	156							20
18	18	209/4	209/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	157							20
18	18	105/2	105/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	158							20
18	18	211/4	211/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	159							
18	18	53	53	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	160							21
18	18	213/4	213/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	161							21
18	18	107/2	107/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	162							21
18	18	215/4	215/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	163							
18	18	51	51	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	164							
19	19	54	54	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	165							
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	166							
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	167							
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	168							
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	169							
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	170							
19	19	56	56	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	171							
20	20	57	57	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	172							
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	173							
20	20	58	58	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	174							
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	175							
20	20	59	59	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	176							
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	177							
20	20	57	57	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	178							
20	20	57	57	1.0	0	0	Chord	3/4	1	3	1/4	1/4	1	179							
21	21	60	60	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	180							
21	21	121/2	121/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	181							22
21	21	243/4	243/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	182							
21	21	61	61	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	183							23
21	21	245/4	245/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	184							23
21	21	123/2	123/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	185							23
21	21	247/4	247/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	186							
21	21	62	62	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	187							
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	188							
21	21	61	61	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	189							
22	22	63	63	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	190							
22	22	127/2	127/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	191							24
22	22	255/4	255/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	192							
22	22	64	64	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	193							25
22	22	257/4	257/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	194							25
22	22	129/2	129/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	195							25
22	22	259/4	259/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	196							
22	22	65	65	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	197							
22	22	261/4	261/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	198							26
22	22	131/2	131/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	199							26
22	22	263/4	263/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	200							
22	22	64	64	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	201							
23	23	66	66	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	202							
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	203							
23	23	67	67	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	204							
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	205							
23	23	68	68	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	206							
23	23	137/2	137/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	207							27
23	23	275/4	275/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	208							
24	24	69	69	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	209							
24	24	70	70	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	210							
24	24	70	70	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	211							
24	24	70	70	2.0	1/4	1/4	Chord	3/4	1	3	1/2	1/2	1	212							
24	24	70	70	2.0	1/4	1/4	Chord	3/4	1	4	1/2	1/2	1	213							
