mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	15/16	4/4	1	1	.b.i{						b	i		i	i						{	m	1	1	5, 2, 6		5	5	0	6	0.0	0.0	0.875	0.0
2	1	1/4	1/4	4/4	1	1	iv						b	i		iv	iv							m	1	1	4, 1, 5		4	4	1	3	0.25	0.03125	0.40625	0.07142857142857142
2	1	1/2	1/2	4/4	1	1	V65						b	i		V65	V		65					Mm7	1	1	10, 7, 4, 6		6	10	1	5	0.16666666666666666	0.03125	0.78125	0.038461538461538464
2	1	3/4	3/4	4/4	1	1	i						b	i		i	i							m	1	1	5, 2, 6		5	5	0	2	0.0	0.0	0.125	0.0
2	1	7/8	7/8	4/4	1	1	v6						b	i		v6	v		6					m	1	1	3, 7, 6		6	3	0	2	0.0	0.0	0.125	0.0
3	2	0	0	4/4	1	1	iv65(2)						b	i		iv65(2)	iv		65	2				mm7	1	1	1, 5, 2, 6		4	1	0	6	0.0	0.0	0.8125	0.0
3	2	1/4	1/4	4/4	1	1	iv65						b	i		iv65	iv		65					mm7	1	1	1, 5, 2, 4		4	1	1	3	0.25	0.09375	0.15625	0.375
3	2	1/2	1/2	4/4	1	1	V						b	i		V	V							M	1	1	6, 10, 7		6	6	2	2	0.5	0.0625	0.1875	0.25
3	2	3/4	3/4	4/4	1	1	i6						b	i		i6	i		6					m	1	1	2, 6, 5		5	2	0	2	0.0	0.0	0.125	0.0
3	2	7/8	7/8	4/4	1	1	#viio6						b	i		#viio6	#vii	o	6					o	1	1	7, 4, 10		10	7	0	2	0.0	0.0	0.125	0.0
4	3	0	0	4/4	1	1	i						b	i		i	i							m	1	1	5, 2, 6		5	5	2	3	0.4	0.046875	0.203125	0.1875
4	3	1/4	1/4	4/4	1	1	III						b	i		III	III							M	1	1	2, 6, 3		2	2	2	4	0.3333333333333333	0.0625	0.1875	0.25
4	3	1/2	1/2	4/4	1	1	III6						b	i		III6	III		6					M	1	1	6, 3, 2		2	6	0	3	0.0	0.0	0.4375	0.0
4	3	3/4	3/4	4/4	1	1	III						b	i		III	III							M	1	1	2, 6, 3		2	2	1	5	0.16666666666666666	0.03125	0.25	0.1111111111111111
5	4	0	0	4/4	1	1	IV/III						b	i		IV/III	IV				III			M	1	1	1, 5, 2		1	1	2	5	0.2857142857142857	0.0625	0.28125	0.18181818181818182
5	4	1/4	1/4	4/4	1	1	ii/III						b	i		ii/III	ii				III			m	1	1	4, 1, 5		4	4	1	6	0.14285714285714285	0.09375	0.375	0.2
5	4	1/2	1/2	4/4	1	1	V65/III						b	i		V65/III	V		65		III			Mm7	1	1	7, 4, 1, 3		3	7	1	7	0.125	0.015625	0.421875	0.03571428571428571
5	4	3/4	3/4	4/4	1	1	III						b	i		III	III							M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	0.125	0.0
5	4	7/8	7/8	4/4	1	1	ii6/III						b	i		ii6/III	ii		6		III			m	1	1	1, 5, 4		4	1	0	2	0.0	0.0	0.125	0.0
6	5	0	0	4/4	1	1	V/III						b	i		V/III	V				III			M	1	1	3, 7, 4		3	3	2	2	0.5	0.0625	0.1875	0.25
6	5	1/4	1/4	4/4	1	1	v65(+9)						b	i		v65(+9)	v		65	+9				mm7	1	1	3, 7, 4, 6	1	6	3	0	5	0.0	0.0	0.25	0.0
6	5	1/2	1/2	4/4	1	1	V65/iv						b	i		V65/iv	V		65		iv			Mm7	1	1	9, 6, 3, 5		5	9	2	9	0.18181818181818182	0.125	0.5625	0.18181818181818182
7	6	0	0	4/4	1	1	iv						b	i		iv	iv							m	1	1	4, 1, 5		4	4	1	5	0.16666666666666666	0.03125	0.34375	0.08333333333333333
7	6	3/8	3/8	4/4	1	1	iio6						b	i		iio6	ii	o	6					o	1	1	4, 1, 7		7	4	1	1	0.5	0.03125	0.09375	0.25
7	6	1/2	1/2	4/4	1	1	#viio7						b	i		#viio7	#vii	o	7					o7	1	1	10, 7, 4, 1		10	10	0	2	0.0	0.0	0.125	0.0
7	6	5/8	5/8	4/4	1	1	V2						b	i		V2	V		2					Mm7	1	1	4, 6, 10, 7		6	4	0	2	0.0	0.0	0.125	0.0
7	6	3/4	3/4	4/4	1	1	i6						b	i		i6	i		6					m	1	1	2, 6, 5		5	2	0	5	0.0	0.0	0.25	0.0
8	7	0	0	4/4	1	1	V2/VII						b	i		V2/VII	V		2		VII			Mm7	1	1	2, 4, 8, 5		4	2	0	4	0.0	0.0	0.25	0.0
8	7	1/4	1/4	4/4	1	1	VII6						b	i		VII6	VII		6					M	1	1	7, 4, 3		3	7	1	2	0.3333333333333333	0.041666666666666664	0.08333333333333333	0.3333333333333333
8	7	3/8	3/8	4/4	1	1	VI6						b	i		VI6	VI		6					M	1	1	5, 2, 1		1	5	1	2	0.3333333333333333	0.041666666666666664	0.08333333333333333	0.3333333333333333
8	7	1/2	1/2	4/4	1	1	V65						b	i		V65	V		65					Mm7	1	1	10, 7, 4, 6		6	10	1	7	0.125	0.015625	0.515625	0.029411764705882353
8	7	3/4	3/4	4/4	1	1	i(4)						b	i		i(4)	i			4				m	1	1	5, 4, 6		5	5	2	3	0.4	0.0625	0.375	0.14285714285714285
8	7	15/16	15/16	4/4	1	1	i						b	i		i	i							m	1	1	5, 2, 6		5	5	0	1	0.0	0.0	0.0625	0.0
9	8	0	0	4/4	1	1	V						b	i		V	V							M	1	1	6, 10, 7		6	6	9	11	0.45	0.34375	0.84375	0.2894736842105263
10	9	0	0	4/4	1	1	i(9#764)						b	i		i(9#764)	i			9#764				m	1	1	5, 4, 1	7, 10	5	5	0	6	0.0	0.0	0.25	0.0
10	9	1/4	1/4	4/4	1	1	i						b	i		i	i							m	1	1	5, 2, 6		5	5	1	2	0.3333333333333333	0.041666666666666664	0.08333333333333333	0.3333333333333333
10	9	3/8	3/8	4/4	1	1	v.iio						b	v		iio	ii	o						o	1	1	8, 5, 2		8	8	0	2	0.0	0.0	0.125	0.0
10	9	1/2	1/2	4/4	1	1	V65						b	v		V65	V		65					Mm7	1	1	11, 8, 5, 7		7	11	1	6	0.14285714285714285	0.03125	0.71875	0.041666666666666664
10	9	7/8	7/8	4/4	1	1	i						b	v		i	i							m	1	1	6, 3, 7		6	6	0	4	0.0	0.0	0.3125	0.0
11	10	0	0	4/4	1	1	V						b	v		V	V							M	1	1	7, 11, 8		7	7	0	8	0.0	0.0	0.53125	0.0
11	10	1/4	1/4	4/4	1	1	#viio/iv						b	v		#viio/iv	#vii	o			iv			o	1	1	10, 7, 4		10	10	0	4	0.0	0.0	0.25	0.0
11	10	1/2	1/2	4/4	1	1	iv						b	v		iv	iv							m	1	1	5, 2, 6		5	5	4	6	0.4	0.15625	0.34375	0.3125
12	11	0	0	4/4	1	1	#viio65						b	v		#viio65	#vii	o	65					o7	1	1	8, 5, 2, 11		11	8	0	4	0.0	0.0	0.25	0.0
12	11	1/4	1/4	4/4	1	1	V						b	v		V	V							M	1	1	7, 11, 8		7	7	2	2	0.5	0.0625	0.1875	0.25
12	11	1/2	1/2	4/4	1	1	i	0	-6.5	/			b	v		i	i							m	1	1	6, 3, 7		6	6	2	5	0.2857142857142857	0.03125	0.34375	0.08333333333333333
12	11	5/8	5/8	4/4	1	1	i6						b	v		i6	i		6					m	1	1	3, 7, 6		6	3	2	2	0.5	0.0625	0.1875	0.25
12	11	3/4	3/4	4/4	1	1	V						b	v		V	V							M	1	1	7, 11, 8		7	7	1	2	0.3333333333333333	0.0625	0.4375	0.125
13	12	0	0	4/4	1	1	i				1	I	b	v		i	i							m	1	1	6, 3, 7		6	6	4	4	0.5	0.14583333333333334	0.6041666666666666	0.19444444444444445
13	12	3/8	3/8	4/4	1	1	#viio7				1		b	v		#viio7	#vii	o	7					o7	1	1	11, 8, 5, 2		11	11	0	3	0.0	0.0	0.125	0.0
13	12	1/2	1/2	4/4	1	1	I}				1		b	v		I	I						}	M	1	1	6, 10, 7		6	6	0	5	0.0	0.0	0.34375	0.0
13	12	27/32	27/32	4/4	1	1	i.i6{				1		b	i		i6	i		6				{	m	1	1	2, 6, 5		5	2	2	1	0.6666666666666666	0.0625	0.09375	0.4
14	12	0	0	4/4	1	1	i				2	I	b	v		i	i							m	1	1	6, 3, 7		6	6	4	4	0.5	0.14583333333333334	0.6041666666666666	0.19444444444444445
14	12	3/8	3/8	4/4	1	1	#viio7				2		b	v		#viio7	#vii	o	7					o7	1	1	11, 8, 5, 2		11	11	0	3	0.0	0.0	0.125	0.0
14	12	1/2	1/2	4/4	1	1	I}				2		b	v		I	I						}	M	1	1	6, 10, 7		6	6	0	5	0.0	0.0	0.4375	0.0
14	12	15/16	15/16	4/4	1	1	i.V{				2		b	i		V	V						{	M	1	1	6, 10, 7		6	6	7	5	0.5833333333333334	0.28125	0.46875	0.375
15	13	1/2	1/2	4/4	1	1	i6						b	i		i6	i		6					m	1	1	2, 6, 5		5	2	0	3	0.0	0.0	0.125	0.0
15	13	5/8	5/8	4/4	1	1	i						b	i		i	i							m	1	1	5, 2, 6		5	5	1	2	0.3333333333333333	0.041666666666666664	0.08333333333333333	0.3333333333333333
15	13	3/4	3/4	4/4	1	1	V65						b	i		V65	V		65					Mm7	1	1	10, 7, 4, 6		6	10	0	4	0.0	0.0	0.25	0.0
16	14	0	0	4/4	1	1	i						b	i		i	i							m	1	1	5, 2, 6		5	5	6	5	0.5454545454545454	0.21354166666666666	0.2864583333333333	0.4270833333333333
16	14	1/2	1/2	4/4	1	1	V2/iv						b	i		V2/iv	V		2		iv			Mm7	1	1	3, 5, 9, 6		5	3	1	6	0.14285714285714285	0.09375	0.59375	0.13636363636363635
17	15	0	0	4/4	1	1	iv6						b	i		iv6	iv		6					m	1	1	1, 5, 4		4	1	1	7	0.125	0.015625	0.515625	0.029411764705882353
17	15	1/4	1/4	4/4	1	1	iv7/iv						b	i		iv7/iv	iv		7		iv			mm7	1	1	3, 0, 4, 1		3	3	2	4	0.3333333333333333	0.08333333333333333	0.16666666666666666	0.3333333333333333
17	15	1/2	1/2	4/4	1	1	V/iv						b	i		V/iv	V				iv			M	1	1	5, 9, 6		5	5	4	5	0.4444444444444444	0.140625	0.234375	0.375
17	15	7/8	7/8	4/4	1	1	iio/vii						b	i		iio/vii	ii	o			vii			o	1	1	5, 2, -1		5	5	1	2	0.3333333333333333	0.03125	0.09375	0.25
18	16	0	0	4/4	1	1	V65/vii						b	i		V65/vii	V		65		vii			Mm7	1	1	8, 5, 2, 4		4	8	2	7	0.2222222222222222	0.0625	0.4375	0.125
18	16	1/2	1/2	4/4	1	1	vii						b	i		vii	vii							m	1	1	3, 0, 4		3	3	2	5	0.2857142857142857	0.10416666666666667	0.6458333333333334	0.1388888888888889
18	16	7/8	7/8	4/4	1	1	iio6/iv						b	i		iio6/iv	ii	o	6		iv			o	1	1	3, 0, 6		6	3	1	2	0.3333333333333333	0.041666666666666664	0.08333333333333333	0.3333333333333333
19	17	0	0	4/4	1	1	V65/iv						b	i		V65/iv	V		65		iv			Mm7	1	1	9, 6, 3, 5		5	9	1	5	0.16666666666666666	0.015625	0.328125	0.045454545454545456
19	17	1/4	1/4	4/4	1	1	iv						b	i		iv	iv							m	1	1	4, 1, 5		4	4	3	8	0.2727272727272727	0.125	0.375	0.25
19	17	3/4	3/4	4/4	1	1	V43/bII						b	i		V43/bII	V		43		bII			Mm7	1	1	2, -1, 1, 5		1	2	1	5	0.16666666666666666	0.041666666666666664	0.20833333333333334	0.16666666666666666
20	18	0	0	4/4	1	1	.bII						b	i		bII	bII							M	1	1	0, 4, 1		0	0	2	8	0.2	0.03125	0.5	0.058823529411764705
20	18	1/4	1/4	4/4	1	1	viio/V/iv						b	i		viio/V/iv	vii	o			V/iv			o	1	1	10, 7, 4		10	10	1	2	0.3333333333333333	0.03125	0.21875	0.125
20	18	1/2	1/2	4/4	1	1	iv6						b	i		iv6	iv		6					m	1	1	1, 5, 4		4	1	3	5	0.375	0.125	0.25	0.3333333333333333
20	18	3/4	3/4	4/4	1	1	V(4)/iv						b	i		V(4)/iv	V			4	iv			M	1	1	5, 4, 6		5	5	0	3	0.0	0.0	0.375	0.0
20	18	7/8	7/8	4/4	1	1	V/iv						b	i		V/iv	V				iv			M	1	1	5, 9, 6		5	5	1	1	0.5	0.03125	0.09375	0.25
21	19	0	0	4/4	1	1	iv						b	i		iv	iv							m	1	1	4, 1, 5		4	4	4	5	0.4444444444444444	0.1875	0.5	0.2727272727272727
21	19	1/2	1/2	4/4	1	1	V65/III						b	i		V65/III	V		65		III			Mm7	1	1	7, 4, 1, 3		3	7	0	8	0.0	0.0	0.5	0.0
22	20	0	0	4/4	1	1	III						b	i		III	III							M	1	1	2, 6, 3		2	2	3	3	0.5	0.125	0.125	0.5
22	20	1/4	1/4	4/4	1	1	i6						b	i		i6	i		6					m	1	1	2, 6, 5		5	2	3	3	0.5	0.125	0.125	0.5
22	20	1/2	1/2	4/4	1	1	#viio43						b	i		#viio43	#vii	o	43					o7	1	1	4, 1, 10, 7		10	4	1	5	0.16666666666666666	0.041666666666666664	0.20833333333333334	0.16666666666666666
22	20	3/4	3/4	4/4	1	1	i6						b	i		i6	i		6					m	1	1	2, 6, 5		5	2	0	2	0.0	0.0	0.125	0.0
22	20	7/8	7/8	4/4	1	1	#viio6						b	i		#viio6	#vii	o	6					o	1	1	7, 4, 10		10	7	0	2	0.0	0.0	0.125	0.0
23	21	0	0	4/4	1	1	i(4)						b	i		i(4)	i			4				m	1	1	5, 4, 6		5	5	2	3	0.4	0.03125	0.09375	0.25
23	21	1/8	1/8	4/4	1	1	i						b	i		i	i							m	1	1	5, 2, 6		5	5	4	4	0.5	0.15625	0.21875	0.4166666666666667
23	21	1/2	1/2	4/4	1	1	iio6/iv						b	i		iio6/iv	ii	o	6		iv			o	1	1	3, 0, 6		6	3	4	9	0.3076923076923077	0.140625	0.734375	0.16071428571428573
24	22	0	0	4/4	1	1	V65/iv						b	i		V65/iv	V		65		iv			Mm7	1	1	9, 6, 3, 5		5	9	2	10	0.16666666666666666	0.08333333333333333	0.4166666666666667	0.16666666666666666
24	22	1/2	1/2	4/4	1	1	iv						b	i		iv	iv							m	1	1	4, 1, 5		4	4	6	6	0.5	0.22916666666666666	0.4583333333333333	0.3333333333333333
25	23	0	0	4/4	1	1	#viio7						b	i		#viio7	#vii	o	7					o7	1	1	10, 7, 4, 1		10	10	0	3	0.0	0.0	0.125	0.0
25	23	1/8	1/8	4/4	1	1	V2						b	i		V2	V		2					Mm7	1	1	4, 6, 10, 7		6	4	0	3	0.0	0.0	0.125	0.0
25	23	1/4	1/4	4/4	1	1	i6						b	i		i6	i		6					m	1	1	2, 6, 5		5	2	2	3	0.4	0.109375	0.140625	0.4375
25	23	1/2	1/2	4/4	1	1	viio/V						b	i		viio/V	vii	o			V			o	1	1	11, 8, 5		11	11	1	2	0.3333333333333333	0.041666666666666664	0.08333333333333333	0.3333333333333333
25	23	5/8	5/8	4/4	1	1	V						b	i		V	V							M	1	1	6, 10, 7		6	6	2	1	0.6666666666666666	0.0625	0.09375	0.4
25	23	3/4	3/4	4/4	1	1	V(64)						b	i		V(64)	V			64				M	1	1	6, 5, 2		6	6	0	2	0.0	0.0	0.375	0.0
25	23	7/8	7/8	4/4	1	1	V						b	i		V	V							M	1	1	6, 10, 7		6	6	1	2	0.3333333333333333	0.03125	0.09375	0.25
26	24	0	0	4/4	1	1	i}				1		b	i		i	i						}	m	1	1	5, 2, 6		5	5	2	13	0.13333333333333333	0.07291666666666667	2.3020833333333335	0.030701754385964914
26	24	15/16	15/16	4/4	1	1	V{				1		b	i		V	V						{	M	1	1	6, 10, 7		6	6	0	1	0.0	0.0	0.0625	0.0
27	24	0	0	4/4	1	1	i}				2		b	i		i	i						}	m	1	1	5, 2, 6		5	5	2	13	0.13333333333333333	0.07291666666666667	2.3020833333333335	0.030701754385964914
