mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/2	1	1	D.I{				D	I		I	I						{	M	0	0	2, 6, 3		2	2	1	5	0.16666666666666666	0.25	3.0	0.07692307692307693
2	2	0	0	3/2	1	1	ii6				D	I		ii6	ii		6					m	0	0	1, 5, 4		4	1	1	4	0.2	0.25	1.75	0.125
2	2	1/2	1/2	3/2	1	1	I6				D	I		I6	I		6					M	0	0	6, 3, 2		2	6	1	2	0.3333333333333333	0.25	1.5	0.14285714285714285
3	3	0	0	3/2	1	1	V(64)				D	I		V(64)	V			64				M	0	0	3, 2, 6		3	3	0	5	0.0	0.0	2.0	0.0
3	3	1/2	1/2	3/2	1	1	V7				D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	4	0.0	0.0	2.5	0.0
4	4	0	0	3/2	1	1	I(4)				D	I		I(4)	I			4				M	0	0	2, 1, 3		2	2	2	4	0.3333333333333333	0.5	1.5	0.25
4	4	1	1	3/2	1	1	I|IAC}	-1	3.5	/	D	I		I	I					IAC	}	M	0	0	2, 6, 3		2	2	0	1	0.0	0.0	0.5	0.0
5	5	0	0	3/2	1	1	V.ii{				D	V		ii	ii						{	m	0	0	5, 2, 6		5	5	0	4	0.0	0.0	2.0	0.0
5	5	1/2	1/2	3/2	1	1	viio6				D	V		viio6	vii	o	6					o	0	0	5, 2, 8		8	5	1	2	0.3333333333333333	0.25	1.5	0.14285714285714285
6	6	0	0	3/2	1	1	V65				D	V		V65	V		65					Mm7	0	0	8, 5, 2, 4		4	8	1	7	0.125	0.25	3.25	0.07142857142857142
7	7	0	0	3/2	1	1	V				D	V		V	V							M	0	0	4, 8, 5		4	4	3	1	0.75	1.0	0.5	0.6666666666666666
7	7	1/2	1/2	3/2	1	1	ii6				D	V		ii6	ii		6					m	0	0	2, 6, 5		5	2	1	2	0.3333333333333333	0.25	0.75	0.25
7	7	1	1	3/2	1	1	V7				D	V		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	3	0.0	0.0	1.0	0.0
8	8	0	0	3/2	1	1	I(4)				D	V		I(4)	I			4				M	0	0	3, 2, 4		3	3	1	3	0.25	0.25	1.25	0.16666666666666666
8	8	1/2	1/2	3/2	1	1	I|IAC}				D	V		I	I					IAC	}	M	0	0	3, 7, 4		3	3	0	10	0.0	0.0	6.25	0.0
10	10	0	0	3/2	1	1	I.#viio6(2)/ii				D	I		#viio6(2)/ii	#vii	o	6	2	ii			o	0	0	6, 3, 4		9	6	1	3	0.25	0.25	0.75	0.25
10	10	1/2	1/2	3/2	1	1	#viio6/ii				D	I		#viio6/ii	#vii	o	6		ii			o	0	0	6, 3, 9		9	6	1	2	0.3333333333333333	0.125	0.375	0.25
10	10	1	1	3/2	1	1	VI6/ii				D	I		VI6/ii	VI		6		ii			M	0	0	4, 1, 0		0	4	0	2	0.0	0.0	0.5	0.0
11	11	0	0	3/2	1	1	#viio7/ii				D	I		#viio7/ii	#vii	o	7		ii			o7	0	0	9, 6, 3, 0		9	9	2	7	0.2222222222222222	0.375	1.625	0.1875
12	12	0	0	3/2	1	1	i(4)/ii				D	I		i(4)/ii	i			4	ii			m	0	0	4, 3, 5		4	4	1	3	0.25	0.25	1.25	0.16666666666666666
12	12	1/2	1/2	3/2	1	1	i/ii|IAC}				D	I		i/ii	i				ii	IAC	}	m	0	0	4, 1, 5		4	4	0	3	0.0	0.0	1.75	0.0
13	13	0	0	3/2	1	1	viio6(2)/IV				D	I		viio6(2)/IV	vii	o	6	2	IV			o	0	0	3, 0, 1		6	3	1	2	0.3333333333333333	0.25	1.0	0.2
13	13	1/2	1/2	3/2	1	1	viio6/IV				D	I		viio6/IV	vii	o	6		IV			o	0	0	3, 0, 6		6	3	3	1	0.75	0.75	0.5	0.6
14	14	0	0	3/2	1	1	V65/IV				D	I		V65/IV	V		65		IV			Mm7	0	0	6, 3, 0, 2		2	6	1	3	0.25	0.25	0.75	0.25
14	14	1	1	3/2	1	1	IV				D	I		IV	IV							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	1.5	0.0
15	15	0	0	3/2	1	1	IV6				D	I		IV6	IV		6					M	0	0	5, 2, 1		1	5	1	3	0.25	0.25	1.25	0.16666666666666666
15	15	1/2	1/2	3/2	1	1	IV/IV				D	I		IV/IV	IV				IV			M	0	0	0, 4, 1		0	0	1	3	0.25	0.25	1.25	0.16666666666666666
15	15	1	1	3/2	1	1	V7/IV				D	I		V7/IV	V		7		IV			Mm7	0	0	2, 6, 3, 0		2	2	1	3	0.25	0.25	1.25	0.16666666666666666
16	16	0	0	3/2	1	1	I(4)/IV				D	I		I(4)/IV	I			4	IV			M	0	0	1, 0, 2		1	1	2	3	0.4	0.5	1.5	0.25
16	16	1/2	1/2	3/2	1	1	I/IV|PAC}				D	I		I/IV	I				IV	PAC	}	M	0	0	1, 5, 2		1	1	1	10	0.09090909090909091	0.25	3.5	0.06666666666666667
17	17	1	1	3/2	1	1	V2				D	I		V2	V		2					Mm7	0	0	1, 3, 7, 4		3	1	0	8	0.0	0.0	2.0	0.0
19	19	0	0	3/2	1	1	I6				D	I		I6	I		6					M	0	0	6, 3, 2		2	6	0	8	0.0	0.0	2.0	0.0
19	19	1	1	3/2	1	1	IVM2				D	I		IVM2	IV	M	2					MM7	0	0	6, 1, 5, 2		1	6	0	8	0.0	0.0	2.0	0.0
21	21	0	0	3/2	1	1	viio6				D	I		viio6	vii	o	6					o	0	0	4, 1, 7		7	4	0	3	0.0	0.0	0.75	0.0
21	21	1/4	1/4	3/2	1	1	I6				D	I		I6	I		6					M	0	0	6, 3, 2		2	6	0	4	0.0	0.0	1.0	0.0
21	21	3/4	3/4	3/2	1	1	viio6				D	I		viio6	vii	o	6					o	0	0	4, 1, 7		7	4	0	4	0.0	0.0	1.0	0.0
21	21	5/4	5/4	3/2	1	1	IV64				D	I		IV64	IV		64					M	0	0	2, 1, 5		1	2	0	5	0.0	0.0	1.25	0.0
22	22	1/4	1/4	3/2	1	1	viio6				D	I		viio6	vii	o	6					o	0	0	4, 1, 7		7	4	0	4	0.0	0.0	1.0	0.0
22	22	3/4	3/4	3/2	1	1	vi6				D	I		vi6	vi		6					m	0	0	2, 6, 5		5	2	0	4	0.0	0.0	1.0	0.0
22	22	5/4	5/4	3/2	1	1	V65				D	I		V65	V		65					Mm7	0	0	7, 4, 1, 3		3	7	0	7	0.0	0.0	1.75	0.0
23	23	1/2	1/2	3/2	1	1	I				D	I		I	I							M	0	0	2, 6, 3		2	2	1	3	0.25	0.25	1.25	0.16666666666666666
23	23	1	1	3/2	1	1	viio6/V				D	I		viio6/V	vii	o	6		V			o	0	0	5, 2, 8		8	5	1	4	0.2	0.25	1.0	0.2
24	24	0	0	3/2	1	1	V(#7)				D	I		V(#7)	V			#7				M	0	0	3, 7, 4	8	3	3	0	5	0.0	0.0	1.25	0.0
24	24	1/2	1/2	3/2	1	1	V|HC}				D	I		V	V					HC	}	M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	1.5	0.0
24	24	5/4	5/4	3/2	1	1	V7{				D	I		V7	V		7				{	Mm7	0	0	3, 7, 4, 1		3	3	0	2	0.0	0.0	0.5	0.0
25	25	0	0	3/2	1	1	V(64)				D	I		V(64)	V			64				M	0	0	3, 2, 6		3	3	2	12	0.14285714285714285	0.5	3.0	0.14285714285714285
26	26	0	0	3/2	1	1	V7				D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	2	9	0.18181818181818182	0.5	2.75	0.15384615384615385
27	27	0	0	3/2	1	1	V(b64)				D	I		V(b64)	V			b64				M	0	0	3, 2, -1		3	3	2	12	0.14285714285714285	0.5	3.0	0.14285714285714285
28	28	0	0	3/2	1	1	V				D	I		V	V							M	0	0	3, 7, 4		3	3	1	4	0.2	0.125	0.875	0.125
28	28	1/2	1/2	3/2	1	1	V65/vi				D	I		V65/vi	V		65		vi			Mm7	0	0	10, 7, 4, 6		6	10	1	4	0.2	0.25	3.0	0.07692307692307693
29	29	0	0	3/2	1	1	vi				D	I		vi	vi							m	0	0	5, 2, 6		5	5	3	5	0.375	0.4375	1.0625	0.2916666666666667
29	29	1	1	3/2	1	1	V7/IV				D	I		V7/IV	V		7		IV			Mm7	0	0	2, 6, 3, 0		2	2	1	3	0.25	0.25	0.75	0.25
30	30	0	0	3/2	1	1	ii6				D	I		ii6	ii		6					m	0	0	1, 5, 4		4	1	6	8	0.42857142857142855	1.5	2.0	0.42857142857142855
31	31	0	0	3/2	1	1	ii65				D	I		ii65	ii		65					mm7	0	0	1, 5, 2, 4		4	1	1	3	0.25	0.25	1.25	0.16666666666666666
31	31	1/2	1/2	3/2	1	1	V7(4)				D	I		V7(4)	V		7	4				Mm7	0	0	3, 2, 4, 1		3	3	0	4	0.0	0.0	1.5	0.0
31	31	1	1	3/2	1	1	V7				D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	1	2	0.3333333333333333	0.25	0.75	0.25
32	32	0	0	3/2	1	1	I(7)				D	I		I(7)	I			7				M	0	0	2, 6, 3	7	2	2	0	5	0.0	0.0	2.0	0.0
32	32	1/2	1/2	3/2	1	1	I|PAC}				D	I		I	I					PAC	}	M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	2.0	0.0
